respondent_id,age,gender,state,location_type,family_income,education_level,stream,board,academic_performance,career_clarity,urgency,decision_maker,primary_info_source,past_career_spend,career_domain_interest,preferred_feature,motivation,fear_score,risk_score,wtp_monthly,wtp_onetime,platform_adoption,persona_label
R0701,15,Female,Rajasthan,Metro,Below ₹2L,Undergraduate,Science PCM,Other,70–80%,Somewhat unclear,Within 3 months,Both equally,Family/Friends,Career counsellor,Engineering/Tech,1-on-1 mentorship,Social status,1,2,184.0,854.0,Yes,Anxious Achiever
R0702,21,Male,Tamil Nadu,Tier-2,Below ₹2L,Class 11-12,Science PCM,State Board,70–80%,Very clear,Within 3 months,Both equally,Family/Friends,Online courses,Engineering/Tech,1-on-1 mentorship,Passion/Interest,1,4,259.0,1213.0,Yes,Focused Climber
R0703,17,Male,Other,Tier-2,₹5–10L,Working Professional,Science PCM,Other,80–90%,Very clear,3–6 months,Parents,Social Media,Exam prep material,Government/UPSC,College matchmaking,Social status,2,4,448.0,1676.0,Yes,Focused Climber
R0704,19,Female,Tamil Nadu,Tier-2,₹5–10L,Class 11-12,Science PCM,State Board,70–80%,Not clear at all,6–12 months,Both equally,Family/Friends,Coaching classes,Law,College matchmaking,Passion/Interest,4,1,181.0,584.0,No,Passive Explorer
R0705,18,Male,Telangana,Tier-2,₹2–5L,Undergraduate,Science PCM,Other,80–90%,Very clear,1–2 years,Parents,Online Platforms,Coaching classes,Law,1-on-1 mentorship,Financial security,1,5,410.0,1277.0,Yes,Focused Climber
R0706,17,Female,Tamil Nadu,Tier-2,₹2–5L,Undergraduate,Science PCB,CBSE,80–90%,Somewhat unclear,Within 3 months,Parents,Family/Friends,Online courses,Business/Management,Skill assessment,Passion/Interest,2,2,296.0,1016.0,No,Anxious Achiever
R0707,18,Male,Other,Metro,₹2–5L,Class 11-12,Science PCM,State Board,70–80%,Not clear at all,6–12 months,Both equally,Family/Friends,Coaching classes,Engineering/Tech,Scholarship finder,Passion/Interest,4,2,138.0,427.0,No,Passive Explorer
R0708,19,Female,Other,Tier-2,₹5–10L,Working Professional,Arts/Humanities,CBSE,60–70%,Very clear,6–12 months,Parents,School Counsellor,Online courses,Government/UPSC,1-on-1 mentorship,Social status,1,5,528.0,1900.0,Yes,Focused Climber
R0709,20,Female,Madhya Pradesh,Tier-2,₹5–10L,Postgraduate,Science PCM,State Board,80–90%,Somewhat unclear,6–12 months,Parents,Career Books,Nothing,Engineering/Tech,College matchmaking,Family expectations,3,5,313.0,908.0,Yes,Anxious Achiever
R0710,19,Male,Gujarat,Tier-3,₹10–20L,Undergraduate,Not Applicable,IB,70–80%,Somewhat clear,More than 2 years,Parents,Family/Friends,Nothing,Finance/Banking,AI career roadmap,Social status,2,5,456.0,2161.0,No,Career Switcher
R0711,19,Female,Telangana,Tier-3,₹2–5L,Postgraduate,Science PCM,CBSE,Below 60%,Very clear,3–6 months,Both equally,School Counsellor,Online courses,Arts/Design,Entrance exam navigator,Passion/Interest,3,5,325.0,959.0,Yes,Focused Climber
R0712,19,Female,Tamil Nadu,Rural,₹2–5L,Undergraduate,Science PCB,State Board,60–70%,Somewhat unclear,6–12 months,Myself,School Counsellor,Coaching classes,Medicine/Healthcare,College matchmaking,Financial security,5,1,188.0,787.0,No,Confused Drifter
R0713,22,Male,Tamil Nadu,Tier-2,₹2–5L,Class 11-12,Science PCM,Other,70–80%,Very clear,Within 3 months,Both equally,Social Media,Career counsellor,Finance/Banking,Skill assessment,Passion/Interest,2,2,446.0,1780.0,Yes,Focused Climber
R0714,19,Female,Rajasthan,Metro,₹5–10L,Undergraduate,Commerce,CBSE,80–90%,Somewhat unclear,6–12 months,Both equally,Family/Friends,Online courses,Finance/Banking,Entrance exam navigator,Social status,4,3,360.0,1255.0,No,Anxious Achiever
R0715,19,Female,Uttar Pradesh,Tier-3,₹2–5L,Postgraduate,Commerce,Other,80–90%,Somewhat clear,3–6 months,Parents,Online Platforms,Career counsellor,Business/Management,AI career roadmap,Financial security,2,3,324.0,1277.0,Yes,Career Switcher
R0716,17,Male,Haryana,Tier-2,₹5–10L,Class 11-12,Commerce,State Board,70–80%,Not clear at all,1–2 years,Myself,Online Platforms,Online courses,Business/Management,College matchmaking,Passion/Interest,5,2,233.0,960.0,No,Confused Drifter
R0717,17,Female,Tamil Nadu,Rural,₹2–5L,Postgraduate,Commerce,ICSE,70–80%,Somewhat unclear,6–12 months,Teachers/Counsellor,Family/Friends,Online courses,Business/Management,AI career roadmap,Unclear,5,2,212.0,942.0,Yes,Anxious Achiever
R0718,18,Male,Tamil Nadu,Rural,₹10–20L,Postgraduate,Science PCM,CBSE,80–90%,Somewhat clear,Within 3 months,Myself,Career Books,Nothing,Engineering/Tech,Scholarship finder,Passion/Interest,4,4,414.0,1786.0,Yes,Career Switcher
R0719,20,Female,Tamil Nadu,Tier-2,₹2–5L,Undergraduate,Science PCM,Other,Above 90%,Somewhat clear,Within 3 months,Parents,Social Media,Online courses,Business/Management,Skill assessment,Financial security,2,4,354.0,1043.0,Yes,Career Switcher
R0720,16,Male,West Bengal,Metro,₹5–10L,Class 11-12,Science PCB,CBSE,70–80%,Very clear,3–6 months,Myself,School Counsellor,Online courses,Education/Teaching,College matchmaking,Passion/Interest,2,2,489.0,1879.0,Yes,Focused Climber
R0721,19,Female,West Bengal,Tier-2,₹5–10L,Undergraduate,Arts/Humanities,CBSE,60–70%,Somewhat clear,6–12 months,Teachers/Counsellor,Family/Friends,Nothing,Education/Teaching,1-on-1 mentorship,Social status,2,5,399.0,1065.0,No,Career Switcher
R0722,17,Male,Madhya Pradesh,Tier-3,Below ₹2L,Postgraduate,Science PCM,CBSE,60–70%,Not clear at all,3–6 months,Both equally,Family/Friends,Exam prep material,Finance/Banking,AI career roadmap,Passion/Interest,4,4,133.0,429.0,No,Confused Drifter
R0723,16,Male,Uttar Pradesh,Rural,Above ₹20L,Class 11-12,Vocational,State Board,80–90%,Not clear at all,6–12 months,Both equally,Social Media,Nothing,Arts/Design,Entrance exam navigator,Financial security,4,2,464.0,1881.0,Yes,Anxious Achiever
R0724,19,Male,Uttar Pradesh,Rural,₹5–10L,Class 11-12,Science PCM,State Board,70–80%,Somewhat unclear,Within 3 months,Both equally,School Counsellor,Online courses,Engineering/Tech,Skill assessment,Passion/Interest,2,3,435.0,1761.0,Yes,Focused Climber
R0725,22,Male,Maharashtra,Tier-3,₹5–10L,Class 9-10,Not Applicable,CBSE,70–80%,Somewhat unclear,3–6 months,Parents,Social Media,Career counsellor,Business/Management,AI career roadmap,Financial security,4,5,277.0,1201.0,Yes,Anxious Achiever
R0726,18,Male,Maharashtra,Metro,₹2–5L,Undergraduate,Science PCM,CBSE,Above 90%,Very clear,6–12 months,Myself,Family/Friends,Online courses,Engineering/Tech,Skill assessment,Financial security,4,5,428.0,1269.0,Yes,Focused Climber
R0727,24,Female,Karnataka,Tier-2,₹2–5L,Class 11-12,Vocational,IB,80–90%,Very clear,6–12 months,Both equally,Online Platforms,Career counsellor,Science Research,AI career roadmap,Social status,2,5,329.0,1434.0,Yes,Focused Climber
R0728,23,Male,Punjab,Tier-3,₹10–20L,Class 11-12,Not Applicable,ICSE,70–80%,Somewhat unclear,3–6 months,Myself,School Counsellor,Nothing,Government/UPSC,Skill assessment,Family expectations,1,1,322.0,1511.0,Yes,Confused Drifter
R0729,19,Male,Maharashtra,Tier-3,₹2–5L,Class 9-10,Science PCM,State Board,70–80%,Not clear at all,6–12 months,Both equally,Family/Friends,Nothing,Engineering/Tech,College matchmaking,Unclear,4,3,195.0,794.0,No,Confused Drifter
R0730,18,Male,Haryana,Tier-3,₹10–20L,Undergraduate,Science PCM,State Board,80–90%,Not clear at all,More than 2 years,Both equally,YouTube,Nothing,Engineering/Tech,Entrance exam navigator,Passion/Interest,5,3,329.0,1269.0,No,Confused Drifter
R0731,17,Male,Maharashtra,Tier-2,₹2–5L,Undergraduate,Science PCM,Other,80–90%,Very clear,3–6 months,Both equally,YouTube,Exam prep material,Business/Management,Skill assessment,Financial security,1,5,361.0,1435.0,Yes,Focused Climber
R0732,15,Male,Uttar Pradesh,Metro,,Postgraduate,Arts/Humanities,CBSE,80–90%,Not clear at all,6–12 months,Parents,YouTube,Exam prep material,Arts/Design,Scholarship finder,Financial security,4,3,388.0,1571.0,No,Confused Drifter
R0733,18,Male,Rajasthan,Tier-2,₹10–20L,Undergraduate,Commerce,State Board,80–90%,Not clear at all,Within 3 months,Myself,YouTube,Nothing,Law,1-on-1 mentorship,Financial security,1,2,235.0,610.0,Yes,Passive Explorer
R0734,17,Male,Karnataka,Tier-2,Below ₹2L,Class 11-12,Arts/Humanities,CBSE,Above 90%,Very clear,6–12 months,Both equally,Family/Friends,Coaching classes,Law,Skill assessment,Passion/Interest,2,2,348.0,1360.0,Yes,Focused Climber
R0735,17,Male,West Bengal,Tier-3,Above ₹20L,Class 11-12,Science PCB,Other,60–70%,Not clear at all,6–12 months,Myself,YouTube,Exam prep material,Arts/Design,AI career roadmap,Financial security,4,1,336.0,1158.0,No,Confused Drifter
R0736,15,Female,Madhya Pradesh,Tier-3,₹2–5L,Class 11-12,Commerce,CBSE,80–90%,Somewhat unclear,3–6 months,Teachers/Counsellor,Family/Friends,Coaching classes,Law,AI career roadmap,Passion/Interest,5,3,264.0,1099.0,No,Anxious Achiever
R0737,15,Female,Gujarat,Tier-2,₹2–5L,Class 11-12,Science PCB,State Board,Below 60%,Very clear,6–12 months,Myself,Family/Friends,Nothing,Medicine/Healthcare,1-on-1 mentorship,Passion/Interest,5,2,188.0,842.0,No,Confused Drifter
R0738,20,Female,Rajasthan,Tier-3,Below ₹2L,Undergraduate,Science PCM,State Board,70–80%,Somewhat unclear,1–2 years,Both equally,Family/Friends,Nothing,Business/Management,Entrance exam navigator,Financial security,5,5,186.0,715.0,No,Anxious Achiever
R0739,19,Female,Uttar Pradesh,Tier-3,₹10–20L,Postgraduate,Commerce,CBSE,70–80%,Not clear at all,More than 2 years,Myself,Family/Friends,Nothing,Business/Management,College matchmaking,Unclear,5,4,317.0,1273.0,Yes,Confused Drifter
R0740,19,Female,Maharashtra,Metro,Above ₹20L,Postgraduate,Arts/Humanities,State Board,70–80%,Somewhat unclear,3–6 months,Both equally,YouTube,Coaching classes,Arts/Design,1-on-1 mentorship,Family expectations,4,2,552.0,2141.0,Yes,Anxious Achiever
R0741,19,Female,Rajasthan,Metro,₹2–5L,Class 11-12,Science PCB,CBSE,80–90%,Somewhat unclear,3–6 months,Both equally,YouTube,Career counsellor,Finance/Banking,Entrance exam navigator,Social status,5,3,236.0,1068.0,Yes,Anxious Achiever
R0742,18,Female,Karnataka,Metro,,Postgraduate,Science PCM,CBSE,80–90%,Not clear at all,3–6 months,Both equally,Social Media,Online courses,Law,AI career roadmap,Financial security,3,4,313.0,1106.0,Yes,Career Switcher
R0743,16,Female,Other,Rural,Above ₹20L,Undergraduate,Commerce,CBSE,70–80%,Very clear,Within 3 months,Both equally,YouTube,Coaching classes,Business/Management,Entrance exam navigator,Social status,4,4,618.0,1925.0,Yes,Focused Climber
R0744,18,Female,Bihar,Tier-2,₹5–10L,Class 11-12,Commerce,State Board,70–80%,Somewhat unclear,1–2 years,Both equally,School Counsellor,Career counsellor,Business/Management,AI career roadmap,Financial security,4,2,357.0,931.0,No,Anxious Achiever
R0745,20,Male,Haryana,Tier-2,₹10–20L,Class 11-12,Vocational,State Board,70–80%,Not clear at all,Within 3 months,Parents,YouTube,Nothing,Government/UPSC,1-on-1 mentorship,Financial security,3,3,355.0,1016.0,No,Confused Drifter
R0746,19,Male,Uttar Pradesh,Tier-2,Below ₹2L,Class 11-12,Science PCM,CBSE,80–90%,Not clear at all,6–12 months,Both equally,Family/Friends,Coaching classes,Business/Management,1-on-1 mentorship,Family expectations,5,2,144.0,383.0,Yes,Confused Drifter
R0747,16,Male,Other,Tier-2,Above ₹20L,Class 11-12,Commerce,CBSE,Below 60%,Very clear,6–12 months,Parents,Family/Friends,Coaching classes,Business/Management,Scholarship finder,Unclear,2,5,740.0,3251.0,Yes,Focused Climber
R0748,24,Male,Bihar,Tier-3,₹10–20L,Undergraduate,Commerce,CBSE,80–90%,Somewhat clear,3–6 months,Parents,YouTube,Nothing,Business/Management,Skill assessment,Unclear,4,4,462.0,1766.0,Yes,Career Switcher
R0749,19,Male,Karnataka,Metro,Below ₹2L,Undergraduate,Science PCB,Other,70–80%,Very clear,Within 3 months,Myself,Family/Friends,Exam prep material,Business/Management,Scholarship finder,Social status,3,3,277.0,833.0,Yes,Focused Climber
R0750,25,Male,Gujarat,Tier-2,₹10–20L,Class 9-10,Science PCB,CBSE,60–70%,Very clear,Within 3 months,Parents,Family/Friends,Online courses,Medicine/Healthcare,College matchmaking,Family expectations,4,2,444.0,1642.0,No,Anxious Achiever
R0751,20,Male,Uttar Pradesh,Rural,Below ₹2L,Class 11-12,Science PCM,State Board,80–90%,Somewhat unclear,6–12 months,Parents,Social Media,Online courses,Education/Teaching,Scholarship finder,Social status,3,3,235.0,828.0,No,Anxious Achiever
R0752,18,Male,West Bengal,Rural,Above ₹20L,Postgraduate,Science PCM,ICSE,Above 90%,Very clear,3–6 months,Both equally,School Counsellor,Exam prep material,Business/Management,College matchmaking,Family expectations,4,4,678.0,2467.0,Yes,Focused Climber
R0753,20,Female,West Bengal,Tier-2,₹2–5L,Class 11-12,Arts/Humanities,Other,80–90%,Somewhat unclear,3–6 months,Myself,Online Platforms,Online courses,Business/Management,1-on-1 mentorship,Passion/Interest,5,5,294.0,1311.0,No,Anxious Achiever
R0754,16,Male,Other,Tier-3,₹5–10L,Class 11-12,Science PCM,State Board,70–80%,Not clear at all,1–2 years,Both equally,Family/Friends,Coaching classes,Arts/Design,AI career roadmap,Family expectations,3,1,252.0,801.0,No,Confused Drifter
R0755,21,Male,Karnataka,Tier-3,Below ₹2L,Undergraduate,Science PCM,CBSE,Below 60%,Somewhat clear,3–6 months,Parents,YouTube,Coaching classes,Engineering/Tech,AI career roadmap,Unclear,3,4,190.0,815.0,Yes,Career Switcher
R0756,25,Male,Rajasthan,Tier-2,₹5–10L,Undergraduate,Commerce,ICSE,80–90%,Not clear at all,1–2 years,Both equally,Family/Friends,Nothing,Arts/Design,AI career roadmap,Passion/Interest,3,3,240.0,610.0,Yes,Passive Explorer
R0757,22,Male,Madhya Pradesh,Tier-3,₹2–5L,Working Professional,Science PCB,CBSE,80–90%,Not clear at all,6–12 months,Both equally,YouTube,Career counsellor,Medicine/Healthcare,College matchmaking,Social status,4,1,55.0,271.0,No,Passive Explorer
R0758,20,Female,Other,Metro,₹5–10L,Undergraduate,Arts/Humanities,CBSE,80–90%,Not clear at all,1–2 years,Both equally,Online Platforms,Nothing,Finance/Banking,AI career roadmap,Family expectations,3,4,281.0,1118.0,No,Confused Drifter
R0759,18,Male,Other,Tier-3,Below ₹2L,Postgraduate,Commerce,ICSE,80–90%,Not clear at all,1–2 years,Both equally,Family/Friends,Exam prep material,Business/Management,AI career roadmap,Passion/Interest,3,2,121.0,564.0,No,Passive Explorer
R0760,18,Male,Madhya Pradesh,Tier-3,,Working Professional,Science PCM,CBSE,80–90%,Not clear at all,1–2 years,Both equally,YouTube,Nothing,Engineering/Tech,1-on-1 mentorship,Passion/Interest,4,2,214.0,887.0,No,Passive Explorer
R0761,22,Male,Andhra Pradesh,Metro,Above ₹20L,Class 11-12,Science PCM,CBSE,80–90%,Very clear,3–6 months,Parents,YouTube,Coaching classes,Business/Management,AI career roadmap,Passion/Interest,3,5,849.0,2377.0,Yes,Focused Climber
R0762,21,Male,Maharashtra,Tier-3,₹10–20L,Postgraduate,Science PCB,CBSE,Above 90%,Not clear at all,More than 2 years,Myself,Family/Friends,Online courses,Medicine/Healthcare,AI career roadmap,Financial security,4,1,360.0,970.0,No,Confused Drifter
R0763,17,Female,Gujarat,Tier-2,₹2–5L,Undergraduate,Not Applicable,CBSE,70–80%,Not clear at all,6–12 months,Both equally,Career Books,Exam prep material,Business/Management,Scholarship finder,Passion/Interest,3,3,190.0,930.0,No,Confused Drifter
R0764,17,Female,Maharashtra,Metro,₹5–10L,Undergraduate,Vocational,CBSE,80–90%,Not clear at all,1–2 years,Parents,YouTube,Online courses,Engineering/Tech,AI career roadmap,Financial security,4,3,275.0,837.0,Yes,Confused Drifter
R0765,17,Male,Tamil Nadu,Tier-2,₹10–20L,Undergraduate,Vocational,CBSE,Above 90%,Somewhat unclear,More than 2 years,Parents,Family/Friends,Coaching classes,Other,College matchmaking,Financial security,5,2,472.0,2061.0,No,Anxious Achiever
R0766,19,Female,Rajasthan,Metro,₹2–5L,Class 11-12,Arts/Humanities,CBSE,60–70%,Somewhat unclear,3–6 months,Parents,YouTube,Exam prep material,Law,1-on-1 mentorship,Financial security,5,3,286.0,1396.0,Yes,Anxious Achiever
R0767,21,Male,Gujarat,Tier-3,,Undergraduate,Science PCB,State Board,80–90%,Not clear at all,6–12 months,Both equally,Social Media,Coaching classes,Medicine/Healthcare,Scholarship finder,Financial security,4,2,208.0,575.0,No,Confused Drifter
R0768,23,Male,Uttar Pradesh,Tier-2,₹5–10L,Undergraduate,Science PCM,CBSE,80–90%,Somewhat unclear,Within 3 months,Myself,Family/Friends,Career counsellor,Law,1-on-1 mentorship,Passion/Interest,2,5,314.0,996.0,No,Anxious Achiever
R0769,15,Male,Karnataka,Rural,₹10–20L,Undergraduate,Commerce,CBSE,Above 90%,Not clear at all,1–2 years,Parents,Social Media,Career counsellor,Government/UPSC,1-on-1 mentorship,Passion/Interest,4,2,260.0,1052.0,No,Confused Drifter
R0770,19,Male,West Bengal,Tier-2,₹10–20L,Undergraduate,Science PCB,Other,Below 60%,Somewhat clear,Within 3 months,Myself,Family/Friends,Coaching classes,Medicine/Healthcare,AI career roadmap,Passion/Interest,4,4,551.0,2120.0,Yes,Career Switcher
R0771,20,Male,Kerala,Metro,₹5–10L,Class 11-12,Science PCB,ICSE,70–80%,Not clear at all,1–2 years,Myself,Online Platforms,Coaching classes,Medicine/Healthcare,Entrance exam navigator,Financial security,3,4,332.0,1418.0,Yes,Confused Drifter
R0772,20,Female,Punjab,Tier-3,₹5–10L,Class 11-12,Commerce,State Board,Above 90%,Somewhat clear,3–6 months,Teachers/Counsellor,School Counsellor,Nothing,Education/Teaching,College matchmaking,Financial security,4,5,346.0,1439.0,No,Career Switcher
R0773,16,Male,Karnataka,Tier-2,₹10–20L,Working Professional,Arts/Humanities,ICSE,70–80%,Somewhat unclear,1–2 years,Both equally,Family/Friends,Online courses,Government/UPSC,1-on-1 mentorship,Social status,4,3,411.0,1859.0,No,Anxious Achiever
R0774,16,Female,Other,Tier-3,₹10–20L,Class 11-12,Science PCM,Other,60–70%,Somewhat unclear,1–2 years,Both equally,YouTube,Online courses,Finance/Banking,Scholarship finder,Financial security,4,2,423.0,1998.0,Yes,Anxious Achiever
R0775,21,Male,Maharashtra,Tier-3,₹5–10L,Postgraduate,Vocational,Other,Above 90%,Very clear,Within 3 months,Both equally,School Counsellor,Online courses,Arts/Design,1-on-1 mentorship,Family expectations,3,5,428.0,1421.0,Yes,Focused Climber
R0776,16,Female,Gujarat,Tier-3,Below ₹2L,Class 11-12,Commerce,State Board,Below 60%,Somewhat unclear,Within 3 months,Myself,YouTube,Online courses,Business/Management,1-on-1 mentorship,Financial security,4,3,172.0,489.0,Yes,Anxious Achiever
R0777,16,Male,Uttar Pradesh,Tier-2,₹2–5L,Class 9-10,Science PCB,IB,80–90%,Somewhat unclear,1–2 years,Relatives,Online Platforms,Online courses,Medicine/Healthcare,1-on-1 mentorship,Passion/Interest,4,3,238.0,1004.0,No,Anxious Achiever
R0778,20,Female,Telangana,Rural,₹2–5L,Postgraduate,Science PCB,CBSE,80–90%,Somewhat unclear,Within 3 months,Parents,Online Platforms,Coaching classes,Medicine/Healthcare,1-on-1 mentorship,Passion/Interest,5,4,217.0,884.0,Yes,Anxious Achiever
